I01,,1,9,,,,,,,,,
I02,,1,0,,,,,,,,,
I03,,2,0.1,0.25,0.25,0.25,0.1,0.05,0,0,0,0
I04,,1,1,,,,,,,,,
I05,,1,1,,,,,,,,,
I06,,1,1,,,,,,,,,
I07,,1,1,,,,,,,,,
I08,,1,2,,,,,,,,,
I09,,1,0,,,,,,,,,
I10,,1,1,,,,,,,,,
I11,,1,1,,,,,,,,,
I12,,1,1,,,,,,,,,
I13,,1,1,,,,,,,,,
I14,,1,1,,,,,,,,,
I16,,1,0,,,,,,,,,
I17,,1,0,,,,,,,,,
I18,,1,1,,,,,,,,,
I18,,1,1,,,,,,,,,
I19,B05,3,0,,,,,,,,,
I20,B07,3,2,,,,,,,,,
I21,,1,1,,,,,,,,,
I22,,2,0,0.1,0.8,0.1,0,0,,,,
I24,,1,2,,,,,,,,,
I25,,1,6,,,,,,,,,
